0,-0.5,0.5,0.5,-0.444444444,-0.19173407,-0.460602245,-0.155844156,-0.155844156,-0.155844156,-0.177261886,-0.339149716
1,-0.456521739,0.5,0.5,-0.444444444,-0.201303448,-0.443605078,-0.155844156,-0.155844156,-0.155844156,-0.161934436,-0.323116904
2,-0.413043478,0.5,0.5,-0.444444444,-0.244365649,-0.432273633,-0.155844156,-0.155844156,-0.155844156,-0.165185714,-0.327591177
3,-0.369565217,0.5,0.5,-0.444444444,-0.273073783,-0.30479488,-0.155844156,-0.155844156,-0.155844156,-0.131744004,-0.278187747
4,-0.326086957,0.5,0.5,-0.444444444,-0.225226893,-0.214143322,-0.155844156,-0.155844156,-0.155844156,-0.118738895,-0.251342109
5,-0.282608696,0.5,0.5,-0.444444444,-0.196518759,-0.231140489,-0.155844156,-0.155844156,-0.155844156,-0.103411445,-0.2246829
6,-0.239130435,0.5,0.5,-0.444444444,-0.172595314,-0.177316126,-0.155844156,-0.155844156,-0.155844156,-0.100160168,-0.222072907
7,-0.195652174,0.5,0.5,-0.444444444,-0.158241247,-0.134823208,-0.155844156,-0.155844156,-0.155844156,-0.07136314,-0.151603109
8,-0.152173913,0.5,0.5,-0.444444444,-0.14388718,-0.106494597,-0.155844156,-0.155844156,-0.155844156,-0.034205686,-0.070506912
9,-0.108695652,0.5,0.5,-0.444444444,-0.153456558,-0.035673067,-0.155844156,-0.155844156,-0.155844156,-0.036063558,-0.056897665
10,-0.065217391,0.5,0.5,-0.444444444,-0.163025936,0.137131466,-0.155844156,-0.155844156,-0.155844156,0.032213265,0.126733953
11,-0.02173913,0.5,0.5,-0.444444444,-0.177380003,0.247613052,-0.155844156,-0.155844156,-0.155844156,0.062868165,0.24679361
12,0.02173913,0.5,0.5,-0.444444444,-0.182164692,0.247613052,-0.155844156,-0.155844156,-0.155844156,0.072621997,0.282774222
13,0.065217391,0.5,0.5,-0.444444444,-0.201303448,0.250445913,-0.155844156,-0.155844156,-0.155844156,0.066119442,0.258352149
14,0.108695652,0.5,0.5,-0.444444444,-0.196518759,0.21928444,-0.155844156,-0.155844156,-0.155844156,0.068441783,0.260775713
15,0.152173913,0.5,0.5,-0.444444444,-0.225226893,0.227783024,-0.155844156,-0.155844156,-0.155844156,0.068906251,0.260402857
16,0.195652174,0.5,0.5,-0.444444444,-0.296997228,0.224950163,-0.155844156,-0.155844156,-0.155844156,0.076337742,0.296756325
17,0.239130435,0.5,0.5,-0.444444444,-0.320920673,0.19378869,-0.155844156,-0.155844156,-0.155844156,0.062868165,0.237658636
